wkt_geom,years,predicted,
"MultiPolygon (((770033.01956239412538707 1679228.04353974340483546, 770155.8177522832993418 1679290.29111401038244367, 770120.11690125591121614 1679406.50763939204625785, 770263.00682814035099 1679456.27482947800308466, 770327.36003705731127411 1679482.16861708974465728, 770394.16154181864112616 1679507.34730701032094657, 770393.98684531822800636 1679414.39515420724637806, 770269.28167882515117526 1679329.27616473147645593, 770300.25918226456269622 1679245.38565221661701798, 770051.4063049447722733 1679112.49479504325427115, 770033.01956239412538707 1679228.04353974340483546)))",2021,4,
"MultiPolygon (((767214.8569732909090817 1678013.28977190493606031, 767300.75573053932748735 1678094.90471504186280072, 767323.14887712383642793 1678060.58322041877545416, 767247.60352686676196754 1677980.00298951100558043, 767214.8569732909090817 1678013.28977190493606031)))",2021,1,
"MultiPolygon (((768128.55717182205989957 1681674.53816803451627493, 767981.6737948392983526 1681668.70059984549880028, 767974.44372762413695455 1681727.96622480452060699, 767973.0083153648301959 1681734.84902699547819793, 768049.37515283841639757 1681742.76221718569286168, 768112.60378490900620818 1681746.46799024334177375, 768128.55717182205989957 1681674.53816803451627493)))",2021,1,
"MultiPolygon (((773340.74545606295578182 1684431.57737080147489905, 773252.1260563152609393 1684388.6928022769279778, 773191.34934107167646289 1684336.61166907707229257, 773195.50747257354669273 1684330.34932779078371823, 773139.22159746731631458 1684307.99269039696082473, 773113.20122164627537131 1684391.39080928452312946, 773160.76172827475238591 1684433.68532018247060478, 773184.69897526944987476 1684464.41141149401664734, 773313.9277685466222465 1684509.54096928145736456, 773340.74545606295578182 1684431.57737080147489905)))",2021,2,
"MultiPolygon (((767465.408191844006069 1678920.45967139466665685, 767610.17742759664542973 1678958.23375530261546373, 767624.0719612748362124 1678850.80860977689735591, 767462.98471701378002763 1678808.735105020692572, 767464.31548183341510594 1678841.99802549951709807, 767468.19395237835124135 1678874.87524864356964827, 767465.408191844006069 1678920.45967139466665685)))",2021,1,
"MultiPolygon (((772255.0454431208781898 1675571.79996928293257952, 772339.6400239112554118 1675545.09315055166371167, 772376.87866135640069842 1675357.09648383921012282, 772300.90643281256780028 1675340.64598729298450053, 772255.0454431208781898 1675571.79996928293257952)))",2021,1,
"MultiPolygon (((770907.84555907291360199 1677007.59036363777704537, 770900.75962346140295267 1677211.10637268400751054, 770911.78232456790283322 1677211.82448556669987738, 770967.8929557689698413 1677217.33085262100212276, 770973.80619757785461843 1677012.39201293489895761, 770907.84555907291360199 1677007.59036363777704537)))",2021,1,
"MultiPolygon (((768213.06194400531239808 1683329.01226530619896948, 768293.90661856858059764 1683319.62118160328827798, 768275.11839244654402137 1683046.61071196082048118, 768172.37437035702168941 1683054.60502335662022233, 768213.06194400531239808 1683329.01226530619896948)))",2021,1,
"MultiPolygon (((765868.25660019391216338 1668980.55530001898296177, 765672.80040020402520895 1668977.46840001712553203, 765673.61870013643056154 1669008.70480001647956669, 765729.9931001968216151 1669089.61610002466477454, 765842.72480014828033745 1669098.50700001674704254, 765844.67170020611956716 1669095.92310001887381077, 765868.25660019391216338 1668980.55530001898296177)))",2021,1,
"MultiPolygon (((772733.72744329762645066 1686245.55957233416847885, 772629.62574164266698062 1686221.98189165396615863, 772538.63039572280831635 1686208.30034418031573296, 772511.08172838599421084 1686201.66871767491102219, 772414.90024803043343127 1686190.25231636338867247, 772395.88479773711878806 1686290.89307763590477407, 772555.27071126806549728 1686320.87083014566451311, 772714.13279903947841376 1686340.43631814420223236, 772723.07855306251440197 1686319.94738715025596321, 772730.21137119387276471 1686298.21945047937333584, 772735.14649035898037255 1686271.37295963661745191, 772733.72744329762645066 1686245.55957233416847885)))",2021,2,
"MultiPolygon (((757671.70499409118201584 1686235.8302916856482625, 757526.01039928407408297 1686270.31597672100178897, 757538.90615035372320563 1686299.79453736380673945, 757678.22217505087610334 1686268.67054991913028061, 757671.70499409118201584 1686235.8302916856482625)))",2021,1,
"MultiPolygon (((770329.66772755119018257 1683953.45126457372680306, 770359.12432517670094967 1683944.04825621703639627, 770373.75398503243923187 1683933.92064143694005907, 770380.83885210391599685 1683916.17743245256133378, 770401.63417461351491511 1683865.48893179930746555, 770265.06525236705783755 1683822.39587399107404053, 770245.62979793315753341 1683941.63201953144744039, 770329.66772755119018257 1683953.45126457372680306)))",2021,1,
"MultiPolygon (((771244.86821075202897191 1672754.55353702325373888, 771166.75615152309183031 1672756.9772452472243458, 771201.71809215063694865 1672952.89914897130802274, 771277.92374084261246026 1672938.49667579145170748, 771244.86821075202897191 1672754.55353702325373888)))",2021,1,
"MultiPolygon (((767888.17693298601079732 1683307.08782512601464987, 767872.63665518374182284 1683255.87204738613218069, 767587.12380798021331429 1683273.3146055256947875, 767616.53198811132460833 1683324.57768787047825754, 767888.17693298601079732 1683307.08782512601464987)))",2021,4,
"MultiPolygon (((769820.82109876233153045 1680960.95547148352488875, 769818.0746700584422797 1680799.11776199983432889, 769792.46368044591508806 1680780.48065164522267878, 769777.09707151434849948 1680729.68521251413039863, 769774.17017093568574637 1680719.0876629357226193, 769687.12850190908648074 1680801.11312247905880213, 769691.31749710137955844 1680909.74700139160268009, 769753.52266597491689026 1680909.67957150237634778, 769768.40613149688579142 1680908.67178395017981529, 769782.78509586863219738 1680906.65609143581241369, 769784.0364342873217538 1680965.9092514670919627, 769820.82109876233153045 1680960.95547148352488875)))",2021,1,
"MultiPolygon (((770844.27232310362160206 1681478.06585260108113289, 770899.07416202500462532 1681480.69117520353756845, 770924.02825535065494478 1681274.82943760277703404, 770869.88605919037945569 1681261.58319515478797257, 770825.49360204278491437 1681381.74932516342960298, 770844.27232310362160206 1681478.06585260108113289)))",2021,3,
"MultiPolygon (((770692.02674335881602019 1682363.90386768407188356, 770516.82044295244850218 1682174.44401061628013849, 770391.12072378513403237 1682222.81613742955960333, 770259.14914984791539609 1682255.72738648462109268, 770692.02674335881602019 1682363.90386768407188356)))",2021,3,
"MultiPolygon (((770295.31432933115866035 1681533.45973581098951399, 770101.65709489572327584 1681543.97254603356122971, 770100.70668652234598994 1681598.07716824673116207, 770101.52675861562602222 1681625.81809016759507358, 770285.27265937882475555 1681619.28876994247548282, 770295.31432933115866035 1681533.45973581098951399)))",2021,1,
"MultiPolygon (((769820.37806828762404621 1681304.07766970549710095, 769841.76700442191213369 1681388.79779585171490908, 769985.52024719817563891 1681406.83648568904027343, 769996.16058728331699967 1681304.32753517781384289, 769820.37806828762404621 1681304.07766970549710095)))",2021,3,
"MultiPolygon (((768657.00503293424844742 1681846.1775925534311682, 768443.22159747884143144 1681747.41123050800524652, 768400.00769876386038959 1681944.31679830537177622, 768590.4930411078967154 1681993.21718115918338299, 768657.00503293424844742 1681846.1775925534311682)))",2021,1,
"MultiPolygon (((772043.71533507260028273 1680931.85177158494479954, 771873.31976675824262202 1680960.14140057261101902, 771834.66307567851617932 1681069.06543172500096262, 771752.41663990158122033 1681051.96576332813128829, 771759.3431743523105979 1681135.76563682337291539, 771762.47024467762093991 1681173.5982054341584444, 771806.25092341168783605 1681176.55427046096883714, 772018.43003034545108676 1681190.88057281752116978, 772043.71533507260028273 1680931.85177158494479954)))",2021,3,
"MultiPolygon (((770556.40522567345760763 1680932.24778825812973082, 770586.56528245192021132 1681095.34473806736059487, 770776.52776166331022978 1681050.26015020743943751, 770633.23629213054664433 1680908.00123605108819902, 770556.40522567345760763 1680932.24778825812973082)))",2021,1,
"MultiPolygon (((771272.2562092614825815 1681620.18383294902741909, 771293.64717921288684011 1681508.94162346632219851, 771174.82901162724010646 1681482.32560687651857734, 771120.25065967428963631 1681581.33797877980396152, 771120.32038759149145335 1681659.06025446369312704, 771207.65951901290100068 1681655.75157312001101673, 771210.48508774093352258 1681625.22704761335626245, 771272.2562092614825815 1681620.18383294902741909)))",2021,3,
"MultiPolygon (((770116.78907473990693688 1682061.11395299364812672, 770382.51046310516539961 1681962.42874286253936589, 770339.62971048592589796 1681905.02776892273686826, 770113.6495160604827106 1682025.64945953316055238, 770116.78907473990693688 1682061.11395299364812672)))",2021,3,
"MultiPolygon (((769334.15092970593832433 1682853.67865504371002316, 769360.95592548907734454 1682850.55443125870078802, 769574.93940670043230057 1682884.01304075005464256, 769583.88023545069154352 1682760.89198519103229046, 769436.68811602483037859 1682724.76863940968178213, 769418.63940940052270889 1682704.96506851515732706, 769364.05516032851301134 1682693.04534002067521214, 769364.76530208066105843 1682640.57550838263705373, 769329.18757553910836577 1682639.9454928080085665, 769334.15092970593832433 1682853.67865504371002316)))",2021,4,
"MultiPolygon (((770112.2689350217115134 1674196.77092315000481904, 770129.92732835351489484 1674007.21145069762133062, 770038.52806190494447947 1673996.42184830247424543, 770027.71319446119014174 1674189.49173661763779819, 770112.2689350217115134 1674196.77092315000481904)))",2021,4,
"MultiPolygon (((763843.64762147446162999 1682303.70005175052210689, 763834.71004933957010508 1682228.5390356844291091, 763793.56038299668580294 1682216.78398835891857743, 763804.91149571887217462 1682316.32801529346033931, 763843.64762147446162999 1682303.70005175052210689)))",2021,1,
"MultiPolygon (((765211.8246190280187875 1675951.45318930433131754, 765546.08848103578202426 1676004.59617841942235827, 765577.18655941844917834 1675907.41184754762798548, 765228.11260678607504815 1675832.40286272088997066, 765183.26411511050537229 1675880.7205815352499485, 765211.8246190280187875 1675951.45318930433131754)))",2021,1,
"MultiPolygon (((765044.38740398862864822 1683082.24015791364945471, 765167.07847957825288177 1683041.44698019791394472, 765159.16714692313689739 1682952.01471162401139736, 765073.62606223556213081 1682949.27619153563864529, 765044.38740398862864822 1683082.24015791364945471)))",2021,1,
"MultiPolygon (((764445.34312702214810997 1680711.06125177280046046, 764448.75767794111743569 1680656.07732887286692858, 764242.36342526297084987 1680710.76890750275924802, 764111.49302222882397473 1680770.62917463923804462, 764152.1550638466142118 1680806.84552954044193029, 764292.53421493084169924 1680752.29584802431054413, 764445.34312702214810997 1680711.06125177280046046)))",2021,1,
"MultiPolygon (((771028.64764015306718647 1674133.77342764101922512, 771091.228914555744268 1674125.41435868153348565, 771124.49532862543128431 1673954.08005409152247012, 771142.03622747072950006 1673915.75340213370509446, 771054.65905383636709303 1673891.83119125594384968, 771055.21143479715101421 1673937.34080586093477905, 771054.4358401307836175 1673976.74591265548951924, 771051.08451153163332492 1674015.67855812632478774, 771028.64764015306718647 1674133.77342764101922512)))",2021,2,
"MultiPolygon (((770007.47844408894889057 1681638.25876335916109383, 770099.64785542571917176 1681635.55512699880637228, 770101.47994788421783596 1681625.8334218745585531, 770100.97239191806875169 1681585.85999451042152941, 769999.09480354259721935 1681591.33051692438311875, 770007.47844408894889057 1681638.25876335916109383)))",2021,3,
"MultiPolygon (((772627.574600949883461 1673342.32850414817221463, 772777.83745487593114376 1673331.99762991373427212, 772782.7892954460112378 1673303.71188492025248706, 772626.88813454878982157 1673308.66329076117835939, 772627.574600949883461 1673342.32850414817221463)))",2021,3,
"MultiPolygon (((768728.66589885507710278 1681258.89367273496463895, 768572.513720145332627 1681272.05268574273213744, 768553.09520281269215047 1681446.97735041892156005, 768721.20686227176338434 1681412.69854028173722327, 768728.66589885507710278 1681258.89367273496463895)))",2021,3,
"MultiPolygon (((768848.69894324499182403 1675960.24559217877686024, 768804.77585751435253769 1675955.82482313271611929, 768712.19247094797901809 1675942.15995854092761874, 768652.45923411787953228 1675922.11570311523973942, 768608.9515666738152504 1675903.14677075459621847, 768571.01438206410966814 1676009.27789341029711068, 768682.79922358284238726 1676048.14719018759205937, 768820.55708318646065891 1676082.2054952634498477, 768848.69894324499182403 1675960.24559217877686024)))",2021,1,
"MultiPolygon (((766814.04636924050282687 1678109.25253113592043519, 766793.37062184349633753 1678225.70695023075677454, 766855.61058088415302336 1678236.70919800247065723, 766960.77249404834583402 1678208.12153219501487911, 767012.77213999070227146 1678164.53826188482344151, 767147.22581756254658103 1678169.94001807109452784, 767016.92454376060049981 1678111.3335275889839977, 766889.37675501126796007 1678122.7282496471889317, 766814.04636924050282687 1678109.25253113592043519)))",2021,1,
"MultiPolygon (((771536.09682177193462849 1674330.74941199482418597, 771639.59834831231273711 1674307.2195107014849782, 771628.36135406827088445 1674259.43348799110390246, 771586.27436186722479761 1674179.99259096337482333, 771506.54219102719798684 1674201.14849274256266654, 771536.09682177193462849 1674330.74941199482418597)))",2021,1,
"MultiPolygon (((766860.33753861510194838 1679818.70844625448808074, 766860.92158157634548843 1679852.48187669366598129, 766928.21483299578540027 1679863.09961005765944719, 766942.90839639375917614 1679620.25621361308731139, 766860.33753861510194838 1679818.70844625448808074)))",2021,1,
"MultiPolygon (((768145.46636516088619828 1681601.96343935350887477, 768150.40370763430837542 1681555.63152914657257497, 767760.87928752740845084 1681556.6090326989069581, 767765.8727160319685936 1681590.10093378857709467, 768145.46636516088619828 1681601.96343935350887477)))",2021,1,
"MultiPolygon (((767165.28947276109829545 1680113.35447774454951286, 767190.39799416600726545 1680101.88905580481514335, 767238.22051536524668336 1680089.11885365145280957, 767257.10375989123713225 1680122.26351966126821935, 767271.40722250496037304 1680121.65563305397517979, 767279.77658099448308349 1680101.74475543759763241, 767301.68857703078538179 1680100.68077537999488413, 767325.77186764182988554 1680112.697154909837991, 767338.57379082031548023 1680141.42879480891861022, 767379.96327000902965665 1680141.27674059802666306, 767377.37875492230523378 1680055.61936343088746071, 767283.08905157865956426 1680051.58944000210613012, 767243.3083733981475234 1680057.00021901750005782, 767204.19859864679165184 1680061.96419684146530926, 767161.61610618117265403 1680069.32558124838396907, 767165.28947276109829545 1680113.35447774454951286)))",2021,3,
"MultiPolygon (((766963.991731530521065 1678009.76446323376148939, 766970.18440242204815149 1677975.7358515236992389, 766900.99735501233953983 1677951.48001129529438913, 766818.32711515703704208 1677930.94632044667378068, 766810.2504466287791729 1677969.9355417222250253, 766963.991731530521065 1678009.76446323376148939)))",2021,2,
"MultiPolygon (((771212.87741443491540849 1682534.33115509594790637, 771251.65626082220114768 1682537.10459691728465259, 771284.36380101821850985 1682376.94676731759682298, 771247.47099400858860463 1682369.1022571143694222, 771212.87741443491540849 1682534.33115509594790637)))",2021,1,
"MultiPolygon (((768456.11604667967185378 1681400.25447251787409186, 768457.79880493110977113 1681441.126527548301965, 768483.03174111247062683 1681443.96153705450706184, 768483.78350108885206282 1681406.43868776713497937, 768527.34676281199790537 1681414.02262774528935552, 768529.52519455086439848 1681373.96970860310830176, 768488.40393153287004679 1681369.07080417801626027, 768491.43074852996505797 1681339.43454790534451604, 768383.67422843014355749 1681332.55588011001236737, 768383.05681679304689169 1681358.3447517876047641, 768428.59565447457134724 1681362.40828773356042802, 768429.03660320769995451 1681399.05906565045006573, 768456.11604667967185378 1681400.25447251787409186)))",2021,2,
"MultiPolygon (((771650.80545578757300973 1673975.63720752764493227, 771731.47897247667424381 1673965.27387318084947765, 771665.03384380659554154 1673702.11606846074573696, 771639.76974082458764315 1673710.57147735264152288, 771630.8748258666601032 1673679.80125829088501632, 771568.68386894126888365 1673691.48504138877615333, 771650.80545578757300973 1673975.63720752764493227)))",2021,1,
"MultiPolygon (((769670.4561933996155858 1678676.2416027314029634, 769746.55331135576125234 1678669.58606441528536379, 769737.2642739366274327 1678532.63828379660844803, 769663.01427658647298813 1678518.83322495641186833, 769661.03021078836172819 1678626.20197373162955046, 769670.4561933996155858 1678676.2416027314029634)))",2021,1,
"MultiPolygon (((767495.62053458881564438 1680058.64810868678614497, 767654.52669283514842391 1680030.78748026606626809, 767726.98991332529112697 1680002.82823210023343563, 767854.82506724237464368 1680003.17836070153862238, 767810.62835889519192278 1679862.29220442776568234, 767630.34337508189491928 1679841.30613338365219533, 767499.98021757137030363 1679864.62080686213448644, 767495.62053458881564438 1680058.64810868678614497)))",2021,1,
"MultiPolygon (((769962.42463014950044453 1676686.53607371216639876, 769962.15919397538527846 1676681.55094723636284471, 769932.49273192917462438 1676539.71965052257291973, 769700.04223257908597589 1676592.41196591546759009, 769684.1083583110012114 1676697.29580126935616136, 769890.00430326070636511 1676700.20905942935496569, 769962.42463014950044453 1676686.53607371216639876)))",2021,1,
"MultiPolygon (((767351.68406449351459742 1678600.49370451830327511, 767372.56675988645292819 1678607.92738701170310378, 767514.18310583545826375 1678607.32401026994921267, 767508.88383573922328651 1678562.757817008998245, 767476.21759921207558364 1678523.08372643729671836, 767420.24001142126508057 1678453.1418609416577965, 767402.01200899784453213 1678514.82207288406789303, 767351.68406449351459742 1678600.49370451830327511)))",2021,1,
"MultiPolygon (((771028.98568948521278799 1675012.4884097792673856, 771041.87384685932192951 1675011.29561924212612212, 771099.14630378352012485 1675004.22415353218093514, 771110.80915533052757382 1675003.39216318866237998, 771177.47865359508432448 1674995.89960636268369853, 771173.02870543266180903 1674933.52092749578878284, 771027.76906767673790455 1674939.25938698486424983, 771028.98568948521278799 1675012.4884097792673856)))",2021,3,
"MultiPolygon (((767941.96003540721721947 1679009.09596389043144882, 767985.65045492560602725 1678817.28796974243596196, 767989.08597799693234265 1678780.01732564787380397, 767913.54530669213272631 1678766.3138117550406605, 767911.44319762499071658 1678809.24593044025823474, 767908.75027042231522501 1678847.41072056512348354, 767902.01341237383894622 1679004.5443289503455162, 767941.96003540721721947 1679009.09596389043144882)))",2021,1,
"MultiPolygon (((771169.15384016465395689 1673268.9442240500357002, 771362.21732798567973077 1673277.58559442544355989, 771361.86621199978981167 1673149.1536441205535084, 771327.46539977740030736 1673166.47218472883105278, 771176.73214608815032989 1673152.33923273254185915, 771169.15384016465395689 1673268.9442240500357002)))",2021,1,
"MultiPolygon (((766037.06795077316928655 1679433.49264315515756607, 766001.67329876008443534 1679432.40169885498471558, 765968.45965736382640898 1679430.21435218630358577, 765927.5814849027665332 1679426.20408900477923453, 765882.67989328620024025 1679423.76382820028811693, 765890.16753747453913093 1679502.78628210490569472, 765927.44659240066539496 1679508.61424921313300729, 765953.49050061497837305 1679512.6163958003744483, 766083.14884622010868043 1679526.65190199483186007, 766077.48532056959811598 1679438.16450873878784478, 766037.06795077316928655 1679433.49264315515756607)))",2021,1,
"MultiPolygon (((771704.31764271762222052 1681042.69236802286468446, 771637.42944106878712773 1681053.85854049865156412, 771643.19724764348939061 1681157.6993001124355942, 771717.516874173656106 1681152.89886388881132007, 771717.94809222070034593 1681138.6862023756839335, 771701.40971944236662239 1681139.85308860614895821, 771704.31764271762222052 1681042.69236802286468446)))",2021,3,
"MultiPolygon (((767830.81847636541351676 1681297.23453215789049864, 767887.72679605288431048 1681294.23045417061075568, 767886.36619379324838519 1681111.98339160229079425, 767844.66267930064350367 1681186.34865025454200804, 767821.48980556498281658 1681191.3984182111453265, 767830.81847636541351676 1681297.23453215789049864)))",2021,1,
"MultiPolygon (((760680.77573702507652342 1670710.55259583354927599, 760715.07268369884695858 1670662.99567535822279751, 760731.01436816272325814 1670631.62060542614199221, 760733.44985733996145427 1670615.59522948553785682, 760730.28942802781239152 1670590.09816743712872267, 760652.149993896484375 1670565.7666188117582351, 760650.20211763749830425 1670576.59423295129090548, 760612.19930572132579982 1670570.08629123913124204, 760570.83340477768797427 1670663.72939720959402621, 760680.77573702507652342 1670710.55259583354927599)))",2021,2,
"MultiPolygon (((772618.63670599984470755 1673172.78664798522368073, 772795.40097249182872474 1673175.19636158645153046, 772809.76569044566713274 1673039.82358297100290656, 772659.21814042807091027 1673035.27849006722681224, 772658.08023015700746328 1673039.96550936903804541, 772617.63815385312773287 1673040.18726390693336725, 772618.63670599984470755 1673172.78664798522368073)))",2021,1,
"MultiPolygon (((767644.71574710682034492 1680380.04928098223172128, 767634.83670490700751543 1680379.62026800191961229, 767578.36305539263412356 1680384.38082537334412336, 767524.49381446372717619 1680391.48389590508304536, 767482.74112699669785798 1680397.6344758877530694, 767511.4096051356755197 1680527.5178753761574626, 767514.70010449341498315 1680540.76883694389835, 767654.23482982767745852 1680521.24040835094638169, 767661.29806338553316891 1680518.47370420419611037, 767660.46607502619735897 1680504.899643988115713, 767659.3695904053747654 1680487.00916461972519755, 767659.36959578655660152 1680482.26234389003366232, 767645.58704407059121877 1680386.12640850502066314, 767644.71574710682034492 1680380.04928098223172128)))",2021,4,
"MultiPolygon (((770996.02986011933535337 1673893.15021065319888294, 771054.01766397804021835 1673891.49167837970890105, 771050.49364005750976503 1673805.09461872931569815, 770989.92224644857924432 1673806.94493459817022085, 770996.02986011933535337 1673893.15021065319888294)))",2021,1,
"MultiPolygon (((760184.03591408825013787 1670314.84317069267854095, 760190.43670941656455398 1670261.00043654278852046, 760174.99307051161304116 1670217.8769955700263381, 760003.60324995883274823 1670193.29651717492379248, 759986.88894803763832897 1670197.20872446917928755, 759977.89867561974097043 1670242.0558843407779932, 759972.51983768329955637 1670291.03883783286437392, 759986.69360863952897489 1670293.18743535573594272, 760042.41068378183990717 1670292.91478423611260951, 760184.03591408825013787 1670314.84317069267854095)))",2021,2,
"MultiPolygon (((774702.07518490729853511 1670715.95753865060396492, 774695.33746932982467115 1670657.08893978409469128, 774671.44099870510399342 1670603.00312740285880864, 774567.02886672993190587 1670544.43882948998361826, 774523.70243146363645792 1670709.12374235107563436, 774702.07518490729853511 1670715.95753865060396492)))",2021,1,
"MultiPolygon (((774452.86721473792567849 1671445.44789900653995574, 774509.65959896985441446 1671436.25418388447724283, 774485.8901708428747952 1671297.25073703750967979, 774442.86451335600577295 1671315.79394172434695065, 774452.86721473792567849 1671445.44789900653995574)))",2021,1,
"MultiPolygon (((774456.86470021214336157 1671492.00180002511478961, 774452.3473002586979419 1671507.65700002526864409, 774515.9577002328587696 1671578.21470002876594663, 774517.33890026086010039 1671491.4741000272333622, 774456.86470021214336157 1671492.00180002511478961)))",2021,1,
"MultiPolygon (((774459.32636768463999033 1670222.66513471631333232, 774446.23532016901299357 1670312.52515431260690093, 774591.16512303473427892 1670355.72700333665125072, 774628.93342524662148207 1670299.14706842321902514, 774459.32636768463999033 1670222.66513471631333232)))",2021,1,
"MultiPolygon (((774416.4772995482198894 1671327.99826983036473393, 774442.86451335600577295 1671315.79394172434695065, 774485.8901708428747952 1671297.25073703750967979, 774434.31193966162391007 1671116.84866912080906332, 774360.51626572594977915 1671089.64110209746286273, 774416.4772995482198894 1671327.99826983036473393)))",2021,1,
"MultiPolygon (((773922.37504934624303132 1670944.05863573285751045, 774045.1403737710788846 1670922.56418956979177892, 774071.80221400130540133 1670858.87981269252486527, 774099.43662020098417997 1670813.36409726180136204, 774114.57048214855603874 1670779.10708940983749926, 774034.85048008977901191 1670752.49635507655330002, 773884.54010469105560333 1670811.75783027405850589, 773922.37504934624303132 1670944.05863573285751045)))",2021,3,
"MultiPolygon (((774108.29579615569673479 1670541.10633295215666294, 774193.65688845724798739 1670489.50663954764604568, 774189.42937978520058095 1670408.85655415244400501, 774173.70422215096186846 1670392.06676779431290925, 774032.83150605717673898 1670407.15099507616832852, 774108.29579615569673479 1670541.10633295215666294)))",2021,1,
"MultiPolygon (((774078.5210084441350773 1670761.86012149811722338, 774115.24147287732921541 1670776.90056006726808846, 774169.98397246666718274 1670629.28735459828749299, 774130.68075741874054074 1670614.32762048300355673, 774078.5210084441350773 1670761.86012149811722338)))",2021,2,
"MultiPolygon (((758886.69745542539749295 1670609.57048232480883598, 758864.63477527291979641 1670728.66741542075760663, 758984.3235723088728264 1670730.31115801958367229, 758983.50825330184306949 1670696.7589549224358052, 758991.35992793506011367 1670696.73431419092230499, 758995.17856693943031132 1670662.34727292624302208, 758954.31837330490816385 1670651.60397584340535104, 758960.52711548539809883 1670615.02905512764118612, 758886.69745542539749295 1670609.57048232480883598)))",2021,1,
"MultiPolygon (((773959.91257944307290018 1670944.27245405688881874, 773998.5852662977995351 1671041.3756547577213496, 773998.9035939194727689 1671134.49118195497430861, 774027.12194667593576014 1671186.96557024121284485, 774036.9930291420314461 1671161.28333306824788451, 774040.55906343157403171 1670928.04683188791386783, 773959.91257944307290018 1670944.27245405688881874)))",2021,3,
"MultiPolygon (((772875.81375999865122139 1670819.79374857153743505, 772874.88560291356407106 1670751.13992274762131274, 772783.20031276484951377 1670745.32053814828395844, 772788.61790335597470403 1670825.76189625752158463, 772875.81375999865122139 1670819.79374857153743505)))",2021,1,
"MultiPolygon (((771992.26365265995264053 1671690.3361562485806644, 771977.61058164958376437 1671636.4710687433835119, 771796.09184837271459401 1671679.55248560500331223, 771622.45660366397351027 1671719.95801745261996984, 771658.59026574424933642 1671823.33752248249948025, 771879.88421350426506251 1671716.60981457238085568, 771992.26365265995264053 1671690.3361562485806644)))",2021,1,
"MultiPolygon (((773341.82907161896582693 1670230.00605743378400803, 773332.87364298058673739 1670174.85286470362916589, 773318.74361338908784091 1670086.88219505129382014, 773255.59850784740410745 1670067.76636187126860023, 773228.34031551377847791 1670060.92844081041403115, 773203.34664221806451678 1670076.5882601891644299, 773206.37129780964460224 1670095.72579980455338955, 773212.32617549935821444 1670145.28923930460587144, 773215.60030195594299585 1670161.56244152877479792, 773238.62246206973213702 1670247.8076935310382396, 773341.82907161896582693 1670230.00605743378400803)))",2021,1,
"MultiPolygon (((757720.84207298443652689 1669433.56056344020180404, 757742.94422251055948436 1669418.85658765607513487, 757748.02557124546729028 1669426.32906056055799127, 757728.73304750921670347 1669449.69847047212533653, 757733.23889325652271509 1669509.96989574912004173, 757750.7100929394364357 1669545.14242297946475446, 757778.69489447679370642 1669474.26558732893317938, 757816.23290246794931591 1669464.37947905529290438, 757877.74491644406225532 1669435.82467255718074739, 757907.22386825201101601 1669375.92379434360191226, 757906.86790090566501021 1669309.94098300999030471, 757880.96002881694585085 1669298.80956531339325011, 757808.24073334818240255 1669299.67723185382783413, 757751.25284614972770214 1669337.46990010607987642, 757709.08390758978202939 1669397.23261286527849734, 757720.84207298443652689 1669433.56056344020180404)))",2021,1,
"MultiPolygon (((773495.73527338483836502 1669580.97337241936475039, 773501.09640103299170732 1669666.17527531902305782, 773488.2844558913493529 1669750.83482773439027369, 773524.96206468204036355 1669741.84833104000426829, 773534.19527601706795394 1669696.89409870957024395, 773697.48044297005981207 1669632.35453286161646247, 773693.77333193318918347 1669506.53912617336027324, 773495.73527338483836502 1669580.97337241936475039)))",2021,3,
"MultiPolygon (((770049.42771605052985251 1677687.73338010557927191, 770179.74657834065146744 1677691.58462995942682028, 770350.08220238401554525 1677488.56090665026567876, 770278.51722273719497025 1677433.30309370462782681, 770192.88055199745576829 1677541.88825892680324614, 770118.65310769225470722 1677633.64342744136229157, 770097.13767258310690522 1677658.78791752993129194, 770049.42771605052985251 1677687.73338010557927191)))",2021,3,
"MultiPolygon (((771310.82581358635798097 1675928.81689884886145592, 771313.44163722731173038 1675906.17268865718506277, 771317.26601973478682339 1675749.96270234859548509, 771288.77830772602465004 1675741.3972648405469954, 771243.21769322454929352 1675730.65160668385215104, 771234.41300052287988365 1675728.27919537131674588, 771226.72003299905918539 1675784.04961901833303273, 771216.09852534322999418 1675784.1892069922760129, 771208.74644116475246847 1675936.35538686369545758, 771209.044136474840343 1675939.56938904570415616, 771271.32518396503292024 1675932.64265603665262461, 771294.22270125499926507 1675930.27428075694479048, 771310.82581358635798097 1675928.81689884886145592)))",2021,3,
"MultiPolygon (((770465.51099637325387448 1675872.06460414337925613, 770307.56638368382118642 1675894.2074376679956913, 770313.06455086485948414 1675927.38846319355070591, 770330.96764107001945376 1676125.48089852696284652, 770399.40662414790131152 1676169.34660159493796527, 770452.45395729795563966 1676252.53951001679524779, 770489.28078678576275706 1676249.08214989514090121, 770487.50766536372248083 1676005.96640697354450822, 770495.50562426389660686 1675950.27818363904953003, 770496.64851882122457027 1675875.76794176455587149, 770465.51099637325387448 1675872.06460414337925613)))",2021,3,
"MultiPolygon (((769258.27534072299022228 1676739.71133892401121557, 769643.12703818990848958 1676768.20033732755109668, 769673.09857562440447509 1676738.63560758181847632, 769500.73959376907441765 1676726.65400559711270034, 769263.50279331917408854 1676700.58922228333540261, 769258.27534072299022228 1676739.71133892401121557)))",2021,3,
