wkt_geom,years,predicted,
"MultiPolygon (((767805.8683080046903342 1677571.0646797560621053, 767765.68739549838937819 1677586.88190559507347643, 767749.49878829973749816 1677969.98020382504910231, 767790.19096105149947107 1677975.31474555609747767, 767805.8683080046903342 1677571.0646797560621053)))",2021,1,
"MultiPolygon (((767196.31784779601730406 1676194.75254079303704202, 767010.51002430415246636 1676079.83082547504454851, 766942.76152548706158996 1676136.85364818712696433, 767184.908053052960895 1676243.11436636373400688, 767196.31784779601730406 1676194.75254079303704202)))",2021,1,
"MultiPolygon (((764712.423818408860825 1681986.67384176305495203, 764563.65573592321015894 1682042.01109915552660823, 764623.34673382877372205 1682154.16852945741266012, 764682.35190245741978288 1682098.37241240008734167, 764734.41939903656020761 1682085.78547809412702918, 764712.423818408860825 1681986.67384176305495203)))",2021,2,
"MultiPolygon (((764854.87448355299420655 1681671.98460308066569269, 764860.85367658676113933 1681580.38468507118523121, 764672.34097757446579635 1681546.70576414652168751, 764488.75279376772232354 1681572.09190350025892258, 764486.62589918507728726 1681713.11136924801394343, 764684.39303062262479216 1681650.5762837971560657, 764854.87448355299420655 1681671.98460308066569269)))",2021,1,
"MultiPolygon (((763763.02279293583706021 1680007.0306673317681998, 763947.67383676953613758 1680050.62039525294676423, 763953.08763774926774204 1680028.09668012103065848, 763773.45605628960765898 1679977.92079319176264107, 763763.02279293583706021 1680007.0306673317681998)))",2021,1,
"MultiPolygon (((765065.52404194138944149 1681620.77956407563760877, 765108.93317846418358386 1681632.45157735538668931, 765112.77381935145240277 1681454.25249230652116239, 765065.99190926051232964 1681474.64821060397662222, 765065.52404194138944149 1681620.77956407563760877)))",2021,1,
"MultiPolygon (((768603.25451396312564611 1682399.78852137853391469, 768735.29184398730285466 1682379.49048815225251019, 768728.31902865879237652 1682246.77700887271203101, 768634.12866805656813085 1682238.50191429466940463, 768603.25451396312564611 1682399.78852137853391469)))",2021,3,
"MultiPolygon (((771274.85410732473246753 1681618.66385981300845742, 771390.85363877133931965 1681610.04069393523968756, 771398.89974624337628484 1681527.87282144394703209, 771293.64717921288684011 1681508.94162346632219851, 771274.85410732473246753 1681618.66385981300845742)))",2021,4,
"MultiPolygon (((772047.6068220870802179 1674132.50891026947647333, 771846.76702910079620779 1674149.8061563209630549, 771857.88933433149941266 1674187.52033470408059657, 772053.12180151813663542 1674171.51338789216242731, 772047.6068220870802179 1674132.50891026947647333)))",2021,1,
"MultiPolygon (((770993.82410390628501773 1676955.1319887125864625, 771040.18455597525462508 1676954.00510555738583207, 770946.18600014690309763 1676730.94179345131851733, 770889.48322330415248871 1676743.02128497534431517, 770904.12599505390971899 1676778.83960518823005259, 770963.75584741320926696 1676886.14328014431521297, 770993.82410390628501773 1676955.1319887125864625)))",2021,4,
"MultiPolygon (((773590.13527844264172018 1673058.083388761151582, 773488.60867527907248586 1673048.38126484700478613, 773511.97463266365230083 1673175.97485410934314132, 773594.59800635231658816 1673146.26466717221774161, 773590.13527844264172018 1673058.083388761151582)))",2021,3,
"MultiPolygon (((771324.16062338603660464 1674332.47127734171226621, 771458.13366488832980394 1674335.12066608155146241, 771441.57096712896600366 1674232.40890378993935883, 771326.92378957231994718 1674251.23915341007523239, 771324.16062338603660464 1674332.47127734171226621)))",2021,3,
"MultiPolygon (((768656.83602793817408383 1674882.17494420986622572, 768635.21926447388250381 1674943.72539001400582492, 768629.39788258168846369 1674993.80640331539325416, 768639.32586829364299774 1675044.59053748659789562, 768659.69135664356872439 1675044.77046129596419632, 768660.34244577249046415 1675056.94171546376310289, 768768.25414319196715951 1675031.77432699804194272, 768738.49226238520350307 1674988.82350477832369506, 768729.19216816453263164 1674947.96591488411650062, 768758.30822426290251315 1674833.31074439082294703, 768748.67109952610917389 1674818.10586672346107662, 768684.58264275931287557 1674798.80840951320715249, 768656.83602793817408383 1674882.17494420986622572)))",2021,1,
"MultiPolygon (((769767.64880645740777254 1678817.74065786460414529, 769840.49148574308492243 1678804.18394061597064137, 769846.12493671802803874 1678659.98949575982987881, 769747.01593719562515616 1678676.12343719461932778, 769767.64880645740777254 1678817.74065786460414529)))",2021,3,
"MultiPolygon (((771135.66263145883567631 1673712.4099578158929944, 771162.07235460041556507 1673763.30970738246105611, 771246.05871595826465636 1673745.45419339183717966, 771240.86545871966518462 1673692.0304761256556958, 771138.68380875862203538 1673692.84838564973324537, 771135.66263145883567631 1673712.4099578158929944)))",2021,1,
"MultiPolygon (((768472.23158630251418799 1679049.57781551848165691, 768540.450559874298051 1679064.08537718188017607, 768589.5366897335043177 1678861.60025956877507269, 768515.7127196635119617 1678857.65698408614844084, 768472.23158630251418799 1679049.57781551848165691)))",2021,1,
"MultiPolygon (((772721.18245270987972617 1673878.60603964747861028, 772739.99744101171381772 1673758.25513759371824563, 772689.89701724704355001 1673747.37931904685683548, 772667.5720101713668555 1673864.368188715307042, 772721.18245270987972617 1673878.60603964747861028)))",2021,2,
"MultiPolygon (((772850.06423736573196948 1675242.40730233979411423, 772925.53077057679183781 1675237.60806792415678501, 772904.33246202068403363 1675077.73384216194972396, 772834.39985312009230256 1675082.19538144418038428, 772829.16892715729773045 1675085.05358798429369926, 772850.06423736573196948 1675242.40730233979411423)))",2021,3,
"MultiPolygon (((771470.16686138056684285 1673570.11563510913401842, 771404.60105298110283911 1673557.29329447634518147, 771450.5423055033897981 1673817.44590774574317038, 771467.55974116805009544 1673890.0486587337218225, 771536.07762244530022144 1673870.57686734828166664, 771518.69952321355231106 1673801.29129949235357344, 771489.96641438151709735 1673690.68949142564088106, 771470.16686138056684285 1673570.11563510913401842)))",2021,4,
"MultiPolygon (((769748.04826398461591452 1679741.83216516114771366, 769730.07313511823303998 1679610.21346964314579964, 769655.17323494516313076 1679589.1166926296427846, 769661.17759912554174662 1679466.98526564612984657, 769472.70745083421934396 1679495.95397893618792295, 769485.87944480334408581 1679728.55231036222539842, 769748.04826398461591452 1679741.83216516114771366)))",2021,3,
"MultiPolygon (((769478.61747398669831455 1675258.66938628326170146, 769618.87696255906485021 1675275.22017629398033023, 769632.19259553891606629 1675276.92253041034564376, 769613.32102206884883344 1675187.47227805852890015, 769543.18785375088918954 1675179.47357823397032917, 769428.07026140810921788 1675164.87149842595681548, 769411.04288606171030551 1675177.4087278947699815, 769420.35081993695348501 1675200.43261511134915054, 769478.61747398669831455 1675258.66938628326170146)))",2021,1,
"MultiPolygon (((770044.14307985920459032 1679005.06738026672974229, 770200.25423259334638715 1679025.34684604546055198, 770221.14310019055847079 1678957.29247218486852944, 770227.80722086399327964 1678932.2901630187407136, 770234.72801684052683413 1678906.32486472954042256, 770244.21928396495059133 1678874.52665174403227866, 770256.60679469862952828 1678833.02526902011595666, 770019.98416419024579227 1678838.42412415216676891, 770044.14307985920459032 1679005.06738026672974229)))",2021,3,
"MultiPolygon (((769186.16622339235618711 1676156.74538512993603945, 769223.79926801985129714 1676147.76506170397624373, 769217.47371655865572393 1676023.8056842505466193, 769177.66463475837372243 1676063.20704928948543966, 769186.16622339235618711 1676156.74538512993603945)))",2021,1,
"MultiPolygon (((772375.71406841720454395 1673068.53671089536510408, 772313.80560535076074302 1673062.90851514250971377, 772020.34755861223675311 1673036.22986146062612534, 772013.67140152165666223 1673060.76006167009472847, 772369.12059800256974995 1673104.88276312709785998, 772375.71406841720454395 1673068.53671089536510408)))",2021,3,
"MultiPolygon (((767349.29777859663590789 1680851.22487046336755157, 767387.27176912128925323 1680849.33235976751893759, 767356.26215202070306987 1680551.16588942776434124, 767316.01378518296405673 1680554.47188591188751161, 767349.29777859663590789 1680851.22487046336755157)))",2021,1,
"MultiPolygon (((771036.51321664499118924 1675179.99663573200814426, 771033.76545876800082624 1675044.89438747288659215, 770980.42715129267890006 1675044.61311179422773421, 770977.96108452952466905 1675015.90993434307165444, 770930.11563472065608948 1675014.91695178253576159, 770926.61146799067500979 1675141.97582265175879002, 770924.13806237932294607 1675235.50034324126318097, 770978.51809934549964964 1675238.67209931300021708, 770979.61717650969512761 1675189.86003847839310765, 771036.51321664499118924 1675179.99663573200814426)))",2021,3,
"MultiPolygon (((766160.24073730548843741 1677448.32307311287149787, 766177.62431801937054843 1677384.97216078964993358, 766036.43515400437172502 1677337.76292079011909664, 766010.53325340966694057 1677403.2317713622469455, 766095.20587707380764186 1677427.54898170963861048, 766160.24073730548843741 1677448.32307311287149787)))",2021,1,
"MultiPolygon (((773210.43129139789380133 1672717.55234126863069832, 773142.96550576121080667 1672738.58225891808979213, 773244.66926795663312078 1673058.17651441646739841, 773314.94156366121023893 1673054.78325742809101939, 773325.47163768112659454 1672842.1105103031732142, 773235.66857002768665552 1672841.62408807431347668, 773210.43129139789380133 1672717.55234126863069832)))",2021,3,
"MultiPolygon (((768765.48120002704672515 1679554.34481383673846722, 768766.80176669429056346 1679645.69755169516429305, 768746.93181864079087973 1679662.63068306515924633, 768783.24756802327465266 1679749.51238836091943085, 768913.43409573379904032 1679666.74991153529845178, 768820.91641135746613145 1679586.5319391880184412, 768765.48120002704672515 1679554.34481383673846722)))",2021,1,
"MultiPolygon (((767496.20468067866750062 1677644.92894647107459605, 767495.61859975662082434 1677592.44522597221657634, 767379.49802616587840021 1677582.04695131187327206, 767372.72875224868766963 1677628.91148208850063384, 767496.20468067866750062 1677644.92894647107459605)))",2021,1,
"MultiPolygon (((767105.33783483935985714 1678336.19478200259618461, 767324.16138256248086691 1678335.35996304010041058, 767321.04470528149977326 1678269.00863295258022845, 767291.35268971789628267 1678251.40022421511821449, 767251.8078586709452793 1678239.76899451459757984, 767104.36759183183312416 1678241.74740782310254872, 767097.83455250738188624 1678258.39054505061358213, 767105.33783483935985714 1678336.19478200259618461)))",2021,1,
"MultiPolygon (((767789.43258127407170832 1679693.7690709161106497, 767828.1874177826102823 1679453.7453285725787282, 767813.84754519129637629 1679419.48275300581008196, 767687.0886501797940582 1679362.1292582971509546, 767618.12235129182226956 1679602.14102832204662263, 767789.43258127407170832 1679693.7690709161106497)))",2021,1,
"MultiPolygon (((768819.58029895019717515 1675487.1788475695066154, 768965.97342378715984523 1675380.79483770951628685, 768976.75374667963478714 1675369.07172435568645597, 768986.37024803122039884 1675355.67464613821357489, 768975.95377973769791424 1675326.10632220515981317, 768908.67407668684609234 1675341.3915631459094584, 768893.51060988265089691 1675360.26095607061870396, 768866.23869124636985362 1675394.15970593644306064, 768808.40170641918666661 1675430.14536912855692208, 768792.87417418835684657 1675386.67985335667617619, 768780.54295563860796392 1675392.96045807097107172, 768766.57613394223153591 1675467.19950158195570111, 768787.69462006166577339 1675491.90777151263318956, 768807.79652755870483816 1675473.75895711407065392, 768819.58029895019717515 1675487.1788475695066154)))",2021,4,
"MultiPolygon (((768163.67665380891412497 1681381.96536117256619036, 768165.3296016757376492 1681369.03094430640339851, 767937.60804356902372092 1681369.97309856489300728, 767831.42284467164427042 1681376.17888182285241783, 768014.21885481965728104 1681383.35820432915352285, 768163.67665380891412497 1681381.96536117256619036)))",2021,3,
"MultiPolygon (((772862.91677977656945586 1675341.18775041704066098, 772941.86872508761007339 1675339.01803154475055635, 772925.53077057679183781 1675237.60806792415678501, 772850.06423736573196948 1675242.40730233979411423, 772862.91677977656945586 1675341.18775041704066098)))",2021,3,
"MultiPolygon (((766303.01432547741569579 1678181.84353372966870666, 766443.28988988511264324 1678204.79942186805419624, 766450.49921138444915414 1678175.87499445746652782, 766446.92601447156630456 1678149.59616602305322886, 766308.16655717906542122 1678125.66108654113486409, 766303.01432547741569579 1678181.84353372966870666)))",2021,3,
"MultiPolygon (((765335.95733797550201416 1668599.78877398418262601, 765349.32059902301989496 1668482.47689064452424645, 765236.87053846416529268 1668466.93470018426887691, 765221.915932402247563 1668515.14665251201950014, 765335.95733797550201416 1668599.78877398418262601)))",2021,3,
"MultiPolygon (((769564.48600064660422504 1669386.70132335205562413, 769640.4448150061070919 1669357.0107852197252214, 769609.14076439873315394 1669168.44357853289693594, 769579.0256781552452594 1669177.51082189986482263, 769526.12094817915931344 1669166.39024539268575609, 769564.48600064660422504 1669386.70132335205562413)))",2021,1,
"MultiPolygon (((766219.57881140545941889 1684201.22187715326435864, 766171.41975603718310595 1684201.22828441951423883, 766162.94852038309909403 1684237.22373587870970368, 766111.05026206152979285 1684235.19498548819683492, 766105.87523528921883553 1684302.78041604137979448, 766184.52092924760654569 1684315.96270566387102008, 766219.57881140545941889 1684201.22187715326435864)))",2021,4,
"MultiPolygon (((758805.4167570685967803 1680706.6736060802359134, 758909.1614015344530344 1680706.71027813386172056, 758919.26522972353268415 1680628.8855380192399025, 758526.14904833794571459 1680595.8816920449025929, 758532.19050015939865261 1680681.85487190983258188, 758805.4167570685967803 1680706.6736060802359134)))",2021,1,
"MultiPolygon (((760948.38171736092772335 1686394.25151423993520439, 761190.60715653002262115 1686398.06131550692953169, 761199.11126898415386677 1686290.99182039056904614, 761075.60605983447749168 1686156.65444744843989611, 760975.23273547482676804 1686318.93818998802453279, 760948.38171736092772335 1686394.25151423993520439)))",2021,1,
"MultiPolygon (((767110.81955298013053834 1677534.59208020893856883, 767162.52107158675789833 1677543.56934333895333111, 767199.87718689569737762 1677550.0532889855094254, 767272.38021135085728019 1677565.57917922991327941, 767264.82863051118329167 1677539.05855542165227234, 767219.11564440641086549 1677500.95618218719027936, 767125.50144079676829278 1677461.21085438458248973, 767123.4063379552680999 1677465.65605463390238583, 767110.81955298013053834 1677534.59208020893856883)))",2021,1,
"MultiPolygon (((762270.75953942572232336 1677198.95328760962001979, 762178.07254769396968186 1677218.17982456181198359, 762203.80433839722536504 1677292.41876375116407871, 762180.34377047047019005 1677323.15529535477980971, 762194.93644597963429987 1677412.76910743769258261, 762270.75953942572232336 1677198.95328760962001979)))",2021,2,
"MultiPolygon (((771225.22052841412369162 1681745.63321818225085735, 771213.47746244131121784 1681710.51173539808951318, 770980.42675532028079033 1681828.27657876536250114, 770988.48977485741488636 1681884.169681680155918, 771209.82660444523207843 1681793.83750705397687852, 771196.48386778892017901 1681757.59039889322593808, 771225.22052841412369162 1681745.63321818225085735)))",2021,4,
"MultiPolygon (((768676.87850025109946728 1675477.46895870170556009, 768750.08644909202121198 1675451.5117229197639972, 768674.69847084442153573 1675404.59572802879847586, 768673.05424305098131299 1675416.75527512817643583, 768656.25653918972238898 1675484.65146857756190002, 768676.87850025109946728 1675477.46895870170556009)))",2021,3,
"MultiPolygon (((769481.03507646266371012 1675790.00608452968299389, 769620.24887067545205355 1675747.31422612303867936, 769609.24521389650180936 1675646.99339860701002181, 769504.72518239810597152 1675665.06131359282881021, 769469.33334494568407536 1675731.85887537011876702, 769481.03507646266371012 1675790.00608452968299389)))",2021,1,
"MultiPolygon (((772266.20430977339856327 1674476.48824309417977929, 772268.13432714040391147 1674463.59823777130804956, 772279.02442038187291473 1674386.12820482533425093, 772151.42437252018135041 1674365.53804678097367287, 772152.19436011801008135 1674377.04805441503413022, 772158.0242575075244531 1674465.36811277735978365, 772266.20430977339856327 1674476.48824309417977929)))",2021,3,
"MultiPolygon (((770507.03580442222300917 1681325.82008566986769438, 770290.07181600690819323 1681335.16707434155978262, 770320.63571587891783565 1681379.25094935833476484, 770323.16592995589599013 1681411.60848692269064486, 770537.51100964471697807 1681405.55314876907505095, 770507.03580442222300917 1681325.82008566986769438)))",2021,1,
"MultiPolygon (((767062.07279844419099391 1682301.59330971213057637, 767070.81592616997659206 1682289.0717710442841053, 767097.59795312746427953 1682250.18492363230325282, 767157.42497257585637271 1682179.45741082984022796, 767008.9693839946994558 1682168.91039117844775319, 766996.68517514562699944 1682237.52220301516354084, 766973.28934370691422373 1682290.61870195926167071, 767062.07279844419099391 1682301.59330971213057637)))",2021,1,
"MultiPolygon (((759638.42193719721399248 1674790.49402270535938442, 759634.96844821993727237 1674938.0254017214756459, 759668.65670110250357538 1674925.55483884667046368, 759732.67607751034665853 1674922.27498461748473346, 759731.5899938300717622 1674786.64961231430061162, 759638.42193719721399248 1674790.49402270535938442)))",2021,1,
"MultiPolygon (((764212.50121609913185239 1685421.10334346536546946, 764261.77720664150547236 1685159.94266837742179632, 764244.86557287978939712 1685144.03109898394905031, 764241.67875420348718762 1685150.19485688046552241, 764230.25354131928179413 1685143.42337417788803577, 764184.23225174774415791 1685411.48475969932042062, 764212.50121609913185239 1685421.10334346536546946)))",2021,2,
"MultiPolygon (((761473.72442348930053413 1675421.88284228532575071, 761490.38652050122618675 1675480.52066502347588539, 761620.59167088929098099 1675424.06691196793690324, 761596.39655555028002709 1675375.64099278906360269, 761473.72442348930053413 1675421.88284228532575071)))",2021,1,
"MultiPolygon (((762609.55416597006842494 1672791.05625212658196688, 762725.66886329359840602 1672813.60448641679249704, 762754.06792870466597378 1672745.39310454134829342, 762649.66510817548260093 1672714.11858613905496895, 762609.55416597006842494 1672791.05625212658196688)))",2021,1,
"MultiPolygon (((761580.95321034849621356 1677278.6227985336445272, 761632.72564102546311915 1677244.87936404463835061, 761646.62317476724274457 1677136.09868218074552715, 761556.32729213894344866 1677114.39282172871753573, 761580.95321034849621356 1677278.6227985336445272)))",2021,2,
"MultiPolygon (((764845.9708516834070906 1684886.55795443942770362, 764852.26376324833836406 1684729.31059839553199708, 764770.43748357589356601 1684721.85360609949566424, 764728.84994148160330951 1684730.24030130403116345, 764728.22186526481527835 1684785.809434047434479, 764771.41637190734036267 1684787.4047890214715153, 764768.83558829536195844 1684873.06489360285922885, 764821.63161263556685299 1684890.60040496522560716, 764845.9708516834070906 1684886.55795443942770362)))",2021,2,
"MultiPolygon (((758866.45814520539715886 1682414.30394594417884946, 758810.02750599291175604 1682403.93919077049940825, 758825.22101684974040836 1682342.2228263346478343, 758730.70797030709218234 1682334.31644052127376199, 758722.76020594348665327 1682372.64333431399427354, 758687.65589821804314852 1682368.27078591519966722, 758670.39669294515624642 1682529.59867303492501378, 758842.39920148532837629 1682558.50830116774886847, 758866.45814520539715886 1682414.30394594417884946)))",2021,1,
"MultiPolygon (((764866.02727351943030953 1685460.70423076651059091, 764963.88483531109523028 1685476.09311283333227038, 764960.75626011728309095 1685448.60165600222535431, 764999.48691873950883746 1685445.60801034467294812, 764997.49955373746342957 1685412.26183572132140398, 764858.09303020150400698 1685392.41723763127811253, 764866.02727351943030953 1685460.70423076651059091)))",2021,2,
"MultiPolygon (((764617.3128526397049427 1684298.31991563597694039, 764736.95587814832106233 1684279.30098204663954675, 764730.61655735003296286 1684174.38738395506516099, 764705.39315026975236833 1684161.48151985020376742, 764608.3096762087661773 1684200.79388579819351435, 764617.3128526397049427 1684298.31991563597694039)))",2021,3,
"MultiPolygon (((762138.65358148270752281 1676972.96777090826071799, 761831.92840825661551207 1676968.44640426686964929, 761837.8142342617502436 1677057.96284800651483238, 762202.51607526419684291 1677041.32108393893577158, 762195.51197630143724382 1677004.04552803095430136, 762147.0169988451525569 1677004.05884854891337454, 762138.65358148270752281 1676972.96777090826071799)))",2021,1,
"MultiPolygon (((759581.30814593029208481 1674186.19232466910034418, 759753.23978475399781018 1674139.37586488761007786, 759747.8176906886510551 1674055.62333287345245481, 759561.56603490398265421 1674094.20083797490224242, 759581.30814593029208481 1674186.19232466910034418)))",2021,2,
"MultiPolygon (((772107.70111293997615576 1684690.35824018367566168, 772128.18752970325294882 1684666.57098354562185705, 772132.65848989528603852 1684577.82913762517273426, 772090.2854360903147608 1684607.11937112314626575, 772107.70111293997615576 1684690.35824018367566168)))",2021,1,
"MultiPolygon (((769830.51536688767373562 1684188.61122334538958967, 769889.18768379930406809 1683854.59975320450030267, 769864.60268338595051318 1683833.05963547248393297, 769788.75115966773591936 1684062.58115323865786195, 769777.41067042667418718 1684188.55329202674329281, 769830.51536688767373562 1684188.61122334538958967)))",2021,3,
"MultiPolygon (((770948.39057012530975044 1682470.38149267621338367, 770897.89471768727526069 1682728.09462689142674208, 771003.78155114559922367 1682756.77513725543394685, 771048.53910250589251518 1682493.34929333860054612, 770948.39057012530975044 1682470.38149267621338367)))",2021,4,
"MultiPolygon (((773208.91736226412467659 1683235.30079857097007334, 773289.08589487615972757 1683127.40110111306421459, 773230.60884282947517931 1683089.85108852316625416, 773142.94737725635059178 1683204.19591385638341308, 773208.91736226412467659 1683235.30079857097007334)))",2021,2,
"MultiPolygon (((762812.00448425835929811 1684032.8915250520221889, 762806.65744363842532039 1683944.1543968403711915, 763042.17570387851446867 1683925.54092918941751122, 763030.03318865294568241 1683877.24655596702359617, 762830.83304707752540708 1683887.63229634915478528, 762806.04658730165101588 1683931.5268276990391314, 762703.93632414494641125 1683940.12420065235346556, 762684.87861339806113392 1684038.77277604932896793, 762812.00448425835929811 1684032.8915250520221889)))",2021,1,
"MultiPolygon (((766287.64857910666614771 1681510.50868320185691118, 766330.99900507903657854 1681498.93313259142450988, 766301.19031766604166478 1681378.2525429108645767, 766122.24037200771272182 1681354.41295388503931463, 766081.1990640414878726 1681465.76511915097944438, 766275.21699988166801631 1681431.20962171931751072, 766287.64857910666614771 1681510.50868320185691118)))",2021,1,
"MultiPolygon (((773885.21943825064226985 1682989.53967839875258505, 773924.52783109457232058 1683002.17768176435492933, 773956.41314049309585243 1682969.22444642661139369, 773971.59696666314266622 1682957.88730289204977453, 773973.67630927334539592 1682917.94284823583438993, 773911.91564500168897212 1682913.01411583181470633, 773897.78919810452498496 1682953.48213888588361442, 773885.21943825064226985 1682989.53967839875258505)))",2021,2,
"MultiPolygon (((773277.73166590242180973 1683557.29062624531798065, 773483.80453685845714062 1683144.0646481211297214, 773430.15432084794156253 1683098.26665421877987683, 773417.10036209993995726 1683083.72130522620864213, 773373.23978300602175295 1683138.78946755896322429, 773409.84297018754296005 1683162.13455021684058011, 773265.70510368584655225 1683546.85380695201456547, 773277.73166590242180973 1683557.29062624531798065)))",2021,2,
"MultiPolygon (((773500.80896540591493249 1669997.87437935429625213, 773539.84567716880701482 1670054.56934400252066553, 773638.80844467272982001 1670008.10716429725289345, 773669.60810907417908311 1669930.74160292255692184, 773609.7242884065490216 1669974.44524436350911856, 773596.12902746826875955 1669959.45206180564127862, 773500.80896540591493249 1669997.87437935429625213)))",2021,2,
"MultiPolygon (((765521.84622966626193374 1682993.09595035295933485, 765329.66718572750687599 1682999.4451671892311424, 765346.07091248128563166 1683079.34195023612119257, 765488.75192198110744357 1683039.10872331541031599, 765521.84622966626193374 1682993.09595035295933485)))",2021,1,
"MultiPolygon (((760588.09889818832743913 1676974.56879279902204871, 760414.81330686737783253 1677028.66778719169087708, 760302.53439317084848881 1677040.37820508098229766, 760334.80506440787576139 1677146.12678857636637986, 760424.23393329326063395 1677119.88270702515728772, 760420.96219359943643212 1677075.45357151026837528, 760462.86417396587785333 1677068.72142404108308256, 760467.64376133913174272 1677103.20376288238912821, 760604.24354172521270812 1677060.54446706641465425, 760588.09889818832743913 1676974.56879279902204871)))",2021,1,
"MultiPolygon (((759736.8978288893122226 1677571.15901119890622795, 759961.25387539528310299 1677555.70275994832627475, 759975.74890781962312758 1677499.18183415639214218, 759888.98845524154603481 1677468.99713631183840334, 759750.99660063651390374 1677472.56572738219983876, 759736.8978288893122226 1677571.15901119890622795)))",2021,1,
"MultiPolygon (((762690.17467806418426335 1674165.82686876715160906, 762816.21700989431701601 1674126.82345135207287967, 762810.22149409027770162 1673941.10081800329498947, 762669.3945921880658716 1673965.32640100177377462, 762690.17467806418426335 1674165.82686876715160906)))",2021,1,
"MultiPolygon (((773856.33830580685753375 1671314.52217967808246613, 773774.04402423906140029 1671073.97996072890236974, 773715.41791815566830337 1671083.59715119982138276, 773801.85752909095026553 1671309.90482678124681115, 773856.33830580685753375 1671314.52217967808246613)))",2021,1,
"MultiPolygon (((758519.85621653904672712 1684336.52198997908271849, 758591.03058021795004606 1684432.51369388354942203, 758645.4964124821126461 1684542.49145132885314524, 758734.8355171806178987 1684541.15327238966710865, 758725.97170694684609771 1684487.25274412683211267, 758856.04485229577403516 1684496.10697186016477644, 758815.69823796895798296 1684402.22609902848489583, 758770.96216805872973055 1684374.83058026386424899, 758790.05607339937705547 1684320.02110162586905062, 758693.25007353676483035 1684316.07362166093662381, 758663.96497997466940433 1684281.4317431403324008, 758519.85621653904672712 1684336.52198997908271849)))",2021,1,
"MultiPolygon (((766743.13711363391485065 1683054.45270621287636459, 767035.96372400922700763 1683083.91372344619594514, 767032.5347469539847225 1683064.05735529121011496, 766751.99696361040696502 1683031.63631717604584992, 766743.13711363391485065 1683054.45270621287636459)))",2021,3,
"MultiPolygon (((765338.53441677358932793 1683260.82096898858435452, 765308.11419426742941141 1683355.57652388350106776, 765404.99173125019297004 1683344.3843190420884639, 765414.87692347995471209 1683259.36023336253128946, 765338.53441677358932793 1683260.82096898858435452)))",2021,1,
"MultiPolygon (((759693.80751209030859172 1683023.4736738505307585, 759614.88726562377996743 1683044.40867946646176279, 759619.69745051977224648 1683163.35968318325467408, 759645.95542729937005788 1683160.77212729584425688, 759661.38411106704734266 1683194.48679054598324001, 759696.35481329646427184 1683181.70017634122632444, 759693.80751209030859172 1683023.4736738505307585)))",2021,1,
"MultiPolygon (((773394.38887296989560127 1682846.30217687506228685, 773446.40331040578894317 1682838.82634181226603687, 773485.75916600250639021 1682828.98866050993092358, 773481.43120635254308581 1682803.6948604506906122, 773449.01130927540361881 1682762.68392313085496426, 773380.10260702320374548 1682789.89176382776349783, 773394.38887296989560127 1682846.30217687506228685)))",2021,1,
"MultiPolygon (((774349.33917967695742846 1683026.29822803102433681, 774378.93528979504480958 1683032.84468610328622162, 774382.04517535585910082 1682877.32356980605982244, 774373.05184273840859532 1682727.08600478945299983, 774308.98140871501527727 1682744.93698352691717446, 774349.33917967695742846 1683026.29822803102433681)))",2021,2,
"MultiPolygon (((761792.96414528996683657 1681710.91494444874115288, 761802.8466601325199008 1681605.63207504642196, 761520.97114450682420284 1681585.88316115806810558, 761513.63361402368173003 1681675.14181213499978185, 761792.96414528996683657 1681710.91494444874115288)))",2021,1,
"MultiPolygon (((768237.17860690364614129 1681704.97732275375165045, 768325.48391291801817715 1681720.3794407167006284, 768352.75004373770207167 1681611.19690263853408396, 768355.41951334895566106 1681509.3722492337692529, 768355.4654311005724594 1681467.74500837572850287, 768156.13020568911451846 1681515.5085065842140466, 768148.47758727346081287 1681573.65557588846422732, 768149.73456957773305476 1681642.42208559066057205, 768242.51208141981624067 1681642.81810288177803159, 768237.17860690364614129 1681704.97732275375165045)))",2021,1,
"MultiPolygon (((764720.18262804904952645 1681022.37265864899381995, 764828.31765573180746287 1681033.77749741962179542, 764987.22910880856215954 1681080.51870767306536436, 765009.64439886016771197 1680971.05864272895269096, 764899.49120618775486946 1680919.33201724593527615, 764605.79550466011278331 1680964.73214479978196323, 764431.58469073462765664 1680968.52617848175577819, 764440.35192523919977248 1681011.02648841822519898, 764655.6940096850739792 1681011.23890860821120441, 764720.18262804904952645 1681022.37265864899381995)))",2021,3,
"MultiPolygon (((769987.58177315210923553 1672245.58271102211438119, 770003.37742723384872079 1672275.10219936817884445, 770101.38213811442255974 1672329.58687757654115558, 770090.6123485672287643 1672368.43448860524222255, 770154.12019723816774786 1672411.01065260171890259, 770248.25830949586816132 1672371.01386308646760881, 770197.12875706353224814 1672346.40387058747000992, 770200.51040173880755901 1672285.88272903370670974, 770036.23990427330136299 1672232.41091659059748054, 769987.58177315210923553 1672245.58271102211438119)))",2021,1,
"MultiPolygon (((767837.73722995293792337 1678738.3257288511376828, 767882.42364443838596344 1678704.40358002274297178, 767897.32698634825646877 1678660.95305967377498746, 767856.83900735632050782 1678524.53807558538392186, 767804.14106375211849809 1678563.24037083657458425, 767755.56436095072422177 1678608.30023753317072988, 767751.2491459809243679 1678685.08480160706676543, 767837.73722995293792337 1678738.3257288511376828)))",2021,1,
